name,sex,transcript
Nikodémia,female,"('n', 'i', 'k', 'o', 'd', 'e:', 'm', 'i', 'A')"
Nikol,female,"('n', 'i', 'k', 'o', 'l')"
Nikola,female,"('n', 'i', 'k', 'o', 'l', 'A')"
Nikolett,female,"('n', 'i', 'k', 'o', 'l', 'E', 't:', 't')"
Nikoletta,female,"('n', 'i', 'k', 'o', 'l', 'E', 't:', 't', 'A')"
Nikolina,female,"('n', 'i', 'k', 'o', 'l', 'i', 'n', 'A')"
Nila,female,"('n', 'i', 'l', 'A')"
Níla,female,"('n', 'i:', 'l', 'A')"
Nilla,female,"('n', 'i', 'l', 'l', 'A')"
Nilüfer,female,"('n', 'i', 'l', 'y', 'f', 'E', 'R2')"
Nimfa,female,"('n', 'i', 'm', 'f', 'A')"
Nina,female,"('n', 'i', 'n', 'A')"
Ninabell,female,"('n', 'i', 'n', 'A', 'b', 'E', 'l', 'l')"
Ninabella,female,"('n', 'i', 'n', 'A', 'b', 'E', 'l', 'l', 'A')"
Ninell,female,"('n', 'i', 'n', 'E', 'l', 'l')"
Ninella,female,"('n', 'i', 'n', 'E', 'l', 'l', 'A')"
Ninett,female,"('n', 'i', 'n', 'E', 't:', 't')"
Ninetta,female,"('n', 'i', 'n', 'E', 't:', 't', 'A')"
Ninon,female,"('n', 'i', 'n', 'o', 'n')"
Niobé,female,"('n', 'i', 'o', 'b', 'e:')"
Nirmalá,female,"('n', 'i', 'R2', 'R2_m', 'A', 'l', 'a:')"
Nisá,female,"('n', 'i', 'S', 'a:')"
Nissza,female,"('n', 'i', 'ss2', '(L01', 'S', 'A')"
Nita,female,"('n', 'i', 't', 'A')"
Niva,female,"('n', 'i', 'v', 'A')"
Nívia,female,"('n', 'i:', 'v', 'i', 'A')"
Noa,female,"('n', 'o', 'A')"
Noéla,female,"('n', 'o', 'e:', 'l', 'A')"
Noélia,female,"('n', 'o', 'e:', 'l', 'i', 'A')"
Noelin,female,"('n', 'o', 'E', 'l', 'i', 'n')"
Noelina,female,"('n', 'o', 'E', 'l', 'i', 'n', 'A')"
Noella,female,"('n', 'o', 'E', 'l', 'l', 'A')"
Noémi,female,"('n', 'o', 'e:', 'm', 'i', 'i', 'n', 'o', 'e:', 'm')"
Nola,female,"('n', 'o', 'l', 'A')"
Nolina,female,"('n', 'o', 'l', 'i', 'n', 'A')"
Nomin,female,"('n', 'o', 'm', 'i', 'n')"
Nona,female,"('n', 'o', 'n', 'A')"
Nóna,female,"('n', 'o:', 'n', 'A')"
Nonna,female,"('n', 'o', 'n', 'n', 'A')"
Nóra,female,"('n', 'o:', 'R2', 'ra', 'n', 'o:')"
Norberta,female,"('n', 'o', 'R2', 'b', 'E', 'R2', 't', 'A')"
Norella,female,"('n', 'o', 'R2', 'E', 'l', 'l', 'A')"
Norena,female,"('n', 'o', 'R2', 'E', 'n', 'A')"
Nóri,female,"('n', 'o:', 'R2', 'i', 'i', 'n', 'o:', 'R2')"
Norina,female,"('n', 'o', 'R2', 'i', 'n', 'A')"
Norka,female,"('n', 'o', 'R2', 'k', 'A')"
Norma,female,"('n', 'o', 'R2', 'R2_m', 'A')"
Norna,female,"('n', 'o', 'R2', 'n', 'A')"
Nova,female,"('n', 'o', 'v', 'A')"
Nóva,female,"('n', 'o:', 'v', 'A')"
Noveli,female,"('n', 'o', 'v', 'E', 'l', 'i', 'i', 'n', 'o', 'v', 'E', 'l')"
Nurbanu,female,"('n', 'u', 'R2', 'b', 'A', 'n', 'u')"
Núria,female,"('n', 'u:', 'R2', 'i', 'A')"
Nyeste,female,"('n', 'n^', 'E', 'S', 't', 'E')"
Nyina,female,"('n', 'n^', 'i', 'n', 'A')"
Oana,female,"('o', 'A', 'n', 'A')"
Óceánia,female,"('o:', 'ts', 'E', 'a:', 'n', 'i', 'A')"
Odett,female,"('o', 'd', 'E', 't:', 't')"
Odetta,female,"('o', 'd', 'E', 't:', 't', 'A')"
Odil,female,"('o', 'd', 'i', 'l')"
Odília,female,"('o', 'd', 'i:', 'l', 'i', 'A')"
Ofélia,female,"('o', 'f', 'e:', 'l', 'i', 'A')"
Oktávia,female,"('o', 'k', 't', 'a:', 'v', 'i', 'A')"
Olena,female,"('o', 'l', 'E', 'n', 'A')"
Olga,female,"('o', 'l', 'g', 'A')"
Oliána,female,"('o', 'l', 'i', 'a:', 'n', 'A')"
Olimpia,female,"('o', 'l', 'i', 'm', 'p', 'i', 'A')"
Olina,female,"('o', 'l', 'i', 'n', 'A')"
Olinda,female,"('o', 'l', 'i', 'n', 'd', 'A')"
Oliva,female,"('o', 'l', 'i', 'v', 'A')"
Olivia,female,"('o', 'l', 'i', 'v', 'i', 'A')"
Olívia,female,"('o', 'l', 'i:', 'v', 'i', 'A')"
Opál,female,"('o', 'p', 'a:', 'l')"
Opika,female,"('o', 'p', 'i', 'k', 'A')"
Ora,female,"('o', 'R2', 'ra', 'o')"
Orália,female,"('o', 'R2', 'a:', 'l', 'i', 'A')"
Orchidea,female,"('o', 'R2', 'ch', 'ts', 'i', 'd', 'E', 'A')"
Orgona,female,"('o', 'R2', 'g', 'o', 'n', 'A')"
Oriána,female,"('o', 'R2', 'i', 'a:', 'n', 'A')"
Orianna,female,"('o', 'R2', 'i', 'A', 'n', 'n', 'A')"
Orsi,female,"('o', 'R2', 'S', 'i', 'i', 'o', 'R2', 'S')"
Orsika,female,"('o', 'R2', 'S', 'i', 'k', 'A')"
Orsolya,female,"('o', 'R2', 'S', 'o', 'l', 'j', 'A')"
Oszvalda,female,"('o', 's', 'S', 'v', 'A', 'l', 'd', 'A')"
Otília,female,"('o', 't', 'i:', 'l', 'i', 'A')"
Otti,female,"('o', 't:', 't', 'i', 'i', 'o', 't:', 't')"
Ottilia,female,"('o', 't:', 't', 'i', 'l', 'i', 'A')"
Oxána,female,"('o', 'ks', 'a:', 'n', 'A')"
Ozora,female,"('o', 'z', 'o', 'R2', 'ra', 'o', 'z', 'o')"
Örsi,female,"('Y', 'R2', 'S', 'i', 'i', 'Y', 'R2', 'S')"
Örsike,female,"('Y', 'R2', 'S', 'i', 'k', 'E')"
Örzse,female,"('Y', 'R2', 'z', 'Z', 'E')"
Őszike,female,"('Y', 's', 'S', 'i', 'k', 'E')"
Őzike,female,"('Y', 'z', 'i', 'k', 'E')"
Padma,female,"('p', 'A', 'd', 'm', 'A')"
Paldzom,female,"('p', 'A', 'l', 'dz:', 'dz:', 'd', 'o', 'm')"
Pálma,female,"('p', 'a:', 'l', 'm', 'A')"
Palmira,female,"('p', 'A', 'l', 'm', 'i', 'R2', 'ra', 'p', 'A', 'l', 'm', 'i', 'i')"
Paloma,female,"('p', 'A', 'l', 'o', 'm', 'A')"
Palóma,female,"('p', 'A', 'l', 'o:', 'm', 'A')"
Pamela,female,"('p', 'A', 'm', 'E', 'l', 'A')"
Paméla,female,"('p', 'A', 'm', 'e:', 'l', 'A')"
Pamína,female,"('p', 'A', 'm', 'i:', 'n', 'A')"
Pandora,female,"('p', 'A', 'n', 'd', 'o', 'R2', 'ra', 'p', 'A', 'n', 'd', 'o')"
Pandóra,female,"('p', 'A', 'n', 'd', 'o:', 'R2', 'ra', 'p', 'A', 'n', 'd', 'o:')"
Panka,female,"('p', 'A', 'n', '(k', 'k', 'A')"
Panna,female,"('p', 'A', 'n', 'n', 'A')"
Pannaróza,female,"('p', 'A', 'n', 'n', 'A', 'R2', 'o:', 'z', 'A')"
Panni,female,"('p', 'A', 'n', 'n', 'i', 'i', 'p', 'A', 'n', 'n')"
Parisza,female,"('p', 'A', 'R2', 'i', 's', 'S', 'A')"
Paszkália,female,"('p', 'A', 's', 'S', 'k', 'a:', 'l', 'i', 'A')"
Pasztorella,female,"('p', 'A', 's', 'S', 't', 'o', 'R2', 'E', 'l', 'l', 'A')"
Patricia,female,"('p', 'A', 't', 'R2', 'i', 'ts', 'i', 'A')"
Patrícia,female,"('p', 'A', 't', 'R2', 'i:', 'ts', 'i', 'A')"
Paula,female,"('p', 'A', 'u', 'l', 'A')"
Pauletta,female,"('p', 'A', 'u', 'l', 'E', 't:', 't', 'A')"
Paulin,female,"('p', 'A', 'u', 'l', 'i', 'n')"
Paulina,female,"('p', 'A', 'u', 'l', 'i', 'n', 'A')"
Pavitrá,female,"('p', 'A', 'v', 'i', 't', 'R2', 'a:')"
Peggi,female,"('p', 'E', 'g', 'g:', 'i', 'i', 'p', 'E', 'g', 'g:')"
Pelágia,female,"('p', 'E', 'l', 'a:', 'g', 'i', 'A')"
Pénelopé,female,"('p', 'e:', 'n', 'E', 'l', 'o', 'p', 'e:')"
Penni,female,"('p', 'E', 'n', 'n', 'i', 'i', 'p', 'E', 'n', 'n')"
Peónia,female,"('p', 'E', 'o:', 'n', 'i', 'A')"
Peregrina,female,"('p', 'E', 'R2', 'E', 'g', 'R2', 'i', 'n', 'A')"
Perenna,female,"('p', 'E', 'R2', 'E', 'n', 'n', 'A')"
Perla,female,"('p', 'E', 'R2', 'l', 'A')"
Perpétua,female,"('p', 'E', 'R2', 'p', 'e:', 't', 'u', 'A')"
Petra,female,"('p', 'E', 't', 'R2', 'ra', 'p', 'E', 't')"
Petrina,female,"('p', 'E', 't', 'R2', 'i', 'n', 'A')"
Petronella,female,"('p', 'E', 't', 'R2', 'o', 'n', 'E', 'l', 'l', 'A')"
Petrónia,female,"('p', 'E', 't', 'R2', 'o:', 'n', 'i', 'A')"
Petúnia,female,"('p', 'E', 't', 'u:', 'n', 'i', 'A')"
Pilár,female,"('p', 'i', 'l', 'a:', 'R2')"
Pintyőke,female,"('p', 'i', 'n', 't', 'c', 'Y', 'k', 'E')"
Pipacs,female,"('p', 'i', 'p', 'A', 'tS', 'ts')"
Pippa,female,"('p', 'i', 'p', 'p:', 'A')"
Pírea,female,"('p', 'i:', 'R2', 'E', 'A')"
Piri,female,"('p', 'i', 'R2', 'i', 'i', 'p', 'i', 'R2')"
Pirit,female,"('p', 'i', 'R2', 'i', 't')"
Piros,female,"('p', 'i', 'R2', 'o', 'S', 's')"
Piroska,female,"('p', 'i', 'R2', 'o', 'S', 's', 'k', 'A')"
Placida,female,"('p', 'l', 'A', 'ts', 'i', 'd', 'A')"
Platina,female,"('p', 'l', 'A', 't', 'i', 'n', 'A')"
Pola,female,"('p', 'o', 'l', 'A')"
Póla,female,"('p', 'o:', 'l', 'A')"
Polda,female,"('p', 'o', 'l', 'd', 'A')"
Polett,female,"('p', 'o', 'l', 'E', 't:', 't')"
Pólika,female,"('p', 'o:', 'l', 'i', 'k', 'A')"
Polina,female,"('p', 'o', 'l', 'i', 'n', 'A')"
Polixéna,female,"('p', 'o', 'l', 'i', 'ks', 'e:', 'n', 'A')"
Polixénia,female,"('p', 'o', 'l', 'i', 'ks', 'e:', 'n', 'i', 'A')"
Polla,female,"('p', 'o', 'l', 'l', 'A')"
Polli,female,"('p', 'o', 'l', 'l', 'i', 'i', 'p', 'o', 'l', 'l')"
Pompília,female,"('p', 'o', 'm', 'p', 'i:', 'l', 'i', 'A')"
Pompónia,female,"('p', 'o', 'm', 'p', 'o:', 'n', 'i', 'A')"
Poppea,female,"('p', 'o', 'p', 'p:', 'E', 'A')"
Prémá,female,"('p', 'R2', 'e:', 'm', 'a:')"
Prijá,female,"('p', 'R2', 'i', 'j', 'a:')"
Primula,female,"('p', 'R2', 'i', 'm', 'u', 'l', 'A')"
Priszcilla,female,"('p', 'R2', 'i', 's', 'S', 'ts', 'i', 'l', 'l', 'A')"
Prudencia,female,"('p', 'R2', 'u', 'd', 'E', 'n', 'ts', 'i', 'A')"
Psziché,female,"('p', 's', 'S', 'i', 'ch', 'ts', 'e:')"
Ráchel,female,"('R2', 'a:', 'ts', 'h', 'E', 'l')"
Rafaéla,female,"('R2', 'A', 'f', 'A', 'e:', 'l', 'A')"
Rafaella,female,"('R2', 'A', 'f', 'A', 'E', 'l', 'l', 'A')"
Ragna,female,"('R2', 'A', 'g', 'n', 'A')"
Ráhel,female,"('R2', 'a:', 'h', 'E', 'l')"
Rahima,female,"('R2', 'A', 'h', 'i', 'm', 'A')"
Raina,female,"('R2', 'A', 'i', 'n', 'A')"
Rajmonda,female,"('R2', 'A', 'j', 'm', 'o', 'n', 'd', 'A')"
Rajmunda,female,"('R2', 'A', 'j', 'm', 'u', 'n', 'd', 'A')"
Rákhel,female,"('R2', 'a:', 'k', 'h', 'E', 'l')"
Rákis,female,"('R2', 'a:', 'k', 'i', 'S')"
Raktimá,female,"('R2', 'A', 'k', 't', 'i', 'm', 'a:')"
Ramina,female,"('R2', 'A', 'm', 'i', 'n', 'A')"
Ramira,female,"('R2', 'A', 'm', 'i', 'R2', 'ra', 'R2', 'A', 'm', 'i', 'i')"
Ramóna,female,"('R2', 'A', 'm', 'o:', 'n', 'A')"
Rana,female,"('R2', 'A', 'n', 'A')"
Rania,female,"('R2', 'A', 'n', 'i', 'A')"
Ránia,female,"('R2', 'a:', 'n', 'i', 'A')"
Rasdi,female,"('R2', 'A', 'S', 'd', 'i', 'i', 'R2', 'A', 'S', 'd')"
Rea,female,"('R2', 'E', 'A')"
Rebeka,female,"('R2', 'E', 'b', 'E', 'k', 'A')"
Rege,female,"('R2', 'E', 'g', 'E')"
Regina,female,"('R2', 'E', 'g', 'i', 'n', 'A')"
Reina,female,"('R2', 'E', 'i', 'n', 'A')"
Réka,female,"('R2', 'e:', 'k', 'A')"
Relinda,female,"('R2', 'E', 'l', 'i', 'n', 'd', 'A')"
Rella,female,"('R2', 'E', 'l', 'l', 'A')"
Relli,female,"('R2', 'E', 'l', 'l', 'i', 'i', 'R2', 'E', 'l', 'l')"
Remény,female,"('R2', 'E', 'm', 'e:', 'n', 'n^')"
Reményke,female,"('R2', 'E', 'm', 'e:', 'n', 'n^', 'k', 'E')"
Remigia,female,"('R2', 'E', 'm', 'i', 'g', 'i', 'A')"
Réna,female,"('R2', 'e:', 'n', 'A')"
Renáta,female,"('R2', 'E', 'n', 'a:', 't', 'A')"
Reni,female,"('R2', 'E', 'n', 'i', 'i', 'R2', 'E', 'n')"
Réta,female,"('R2', 'e:', 't', 'A')"
Rezeda,female,"('R2', 'E', 'z', 'E', 'd', 'A')"
Rézi,female,"('R2', 'e:', 'z', 'i', 'i', 'R2', 'e:', 'z')"
Ria,female,"('R2', 'i', 'A')"
Riana,female,"('R2', 'i', 'A', 'n', 'A')"
Rika,female,"('R2', 'i', 'k', 'A')"
Ríka,female,"('R2', 'i:', 'k', 'A')"
Rikarda,female,"('R2', 'i', 'k', 'A', 'R2', 'd', 'A')"
Rimma,female,"('R2', 'i', 'm', 'm', 'A')"
Rina,female,"('R2', 'i', 'n', 'A')"
Ripszima,female,"('R2', 'i', 'p', 's', 'S', 'i', 'm', 'A')"
Rita,female,"('R2', 'i', 't', 'A')"
Ritta,female,"('R2', 'i', 't:', 't', 'A')"
Riza,female,"('R2', 'i', 'z', 'A')"
Roberta,female,"('R2', 'o', 'b', 'E', 'R2', 't', 'A')"
Robertin,female,"('R2', 'o', 'b', 'E', 'R2', 't', 'i', 'n')"
Robertina,female,"('R2', 'o', 'b', 'E', 'R2', 't', 'i', 'n', 'A')"
Robina,female,"('R2', 'o', 'b', 'i', 'n', 'A')"
Robinetta,female,"('R2', 'o', 'b', 'i', 'n', 'E', 't:', 't', 'A')"
Rodé,female,"('R2', 'o', 'd', 'e:')"
Rodelinda,female,"('R2', 'o', 'd', 'E', 'l', 'i', 'n', 'd', 'A')"
Rodina,female,"('R2', 'o', 'd', 'i', 'n', 'A')"
Romána,female,"('R2', 'o', 'm', 'a:', 'n', 'A')"
Romi,female,"('R2', 'o', 'm', 'i', 'i', 'R2', 'o', 'm')"
Romina,female,"('R2', 'o', 'm', 'i', 'n', 'A')"
Rominett,female,"('R2', 'o', 'm', 'i', 'n', 'E', 't:', 't')"
Romola,female,"('R2', 'o', 'm', 'o', 'l', 'A')"
Rona,female,"('R2', 'o', 'n', 'A')"
Ronett,female,"('R2', 'o', 'n', 'E', 't:', 't')"
Ronetta,female,"('R2', 'o', 'n', 'E', 't:', 't', 'A')"
Rovéna,female,"('R2', 'o', 'v', 'e:', 'n', 'A')"
Roxán,female,"('R2', 'o', 'ks', 'a:', 'n')"
Roxána,female,"('R2', 'o', 'ks', 'a:', 'n', 'A')"
Róz,female,"('R2', 'o:', 'z')"
Róza,female,"('R2', 'o:', 'z', 'A')"
Rózabella,female,"('R2', 'o:', 'z', 'A', 'b', 'E', 'l', 'l', 'A')"
Rozál,female,"('R2', 'o', 'z', 'a:', 'l')"
Rozali,female,"('R2', 'o', 'z', 'A', 'l', 'i', 'i', 'R2', 'o', 'z', 'A', 'l')"
Rozália,female,"('R2', 'o', 'z', 'a:', 'l', 'i', 'A')"
Rozalin,female,"('R2', 'o', 'z', 'A', 'l', 'i', 'n')"
Rozalina,female,"('R2', 'o', 'z', 'A', 'l', 'i', 'n', 'A')"
Rozalinda,female,"('R2', 'o', 'z', 'A', 'l', 'i', 'n', 'd', 'A')"
Rózamari,female,"('R2', 'o:', 'z', 'A', 'm', 'A', 'R2', 'i', 'i', 'R2', 'o:', 'z', 'A', 'm', 'A', 'R2')"
Rozamunda,female,"('R2', 'o', 'z', 'A', 'm', 'u', 'n', 'd', 'A')"
Rozanna,female,"('R2', 'o', 'z', 'A', 'n', 'n', 'A')"
Rozi,female,"('R2', 'o', 'z', 'i', 'i', 'R2', 'o', 'z')"
Rózi,female,"('R2', 'o:', 'z', 'i', 'i', 'R2', 'o:', 'z')"
Rozina,female,"('R2', 'o', 'z', 'i', 'n', 'A')"
Rozinda,female,"('R2', 'o', 'z', 'i', 'n', 'd', 'A')"
Rozita,female,"('R2', 'o', 'z', 'i', 't', 'A')"
Rozmarin,female,"('R2', 'o', 'z', 'm', 'A', 'R2', 'i', 'n')"
Rozmaring,female,"('R2', 'o', 'z', 'm', 'A', 'R2', 'i', 'n', '(g', 'g')"
Rozvita,female,"('R2', 'o', 'z', 'v', 'i', 't', 'A')"
Rózsa,female,"('R2', 'o:', 'z', 'Z', 'A')"
Rózsi,female,"('R2', 'o:', 'z', 'Z', 'i', 'i', 'R2', 'o:', 'z', 'Z')"
Röné,female,"('R2', 'Y', 'n', 'e:')"
Rubi,female,"('R2', 'u', 'b', 'i', 'i', 'R2', 'u', 'b')"
Rubin,female,"('R2', 'u', 'b', 'i', 'n')"
Rubina,female,"('R2', 'u', 'b', 'i', 'n', 'A')"
Rubinka,female,"('R2', 'u', 'b', 'i', 'n', '(k', 'k', 'A')"
Rudolfina,female,"('R2', 'u', 'd', 'o', 'l', 'f', 'i', 'n', 'A')"
Rufina,female,"('R2', 'u', 'f', 'i', 'n', 'A')"
Rúna,female,"('R2', 'u:', 'n', 'A')"
Ruperta,female,"('R2', 'u', 'p', 'E', 'R2', 't', 'A')"
Ruszalka,female,"('R2', 'u', 's', 'S', 'A', 'l', 'k', 'A')"
Ruszlána,female,"('R2', 'u', 's', 'S', 'l', 'a:', 'n', 'A')"
Rut,female,"('R2', 'u', 't')"
Ruti,female,"('R2', 'u', 't', 'i', 'i', 'R2', 'u', 't')"
Ruzsinka,female,"('R2', 'u', 'z', 'Z', 'i', 'n', '(k', 'k', 'A')"
Rüja,female,"('R2', 'y', 'j', 'A')"
Sába,female,"('S', 'a:', 'b', 'A')"
Sáfély,female,"('S', 'a:', 'f', 'e:', 'l', 'j')"
Sáfrány,female,"('S', 'a:', 'f', 'R2', 'a:', 'n', 'n^')"
Sakira,female,"('S', 'A', 'k', 'i', 'R2', 'ra', 'S', 'A', 'k', 'i', 'i')"
Sakti,female,"('S', 'A', 'k', 't', 'i', 'i', 'S', 'A', 'k', 't')"
Salomé,female,"('S', 'A', 'l', 'o', 'm', 'e:')"
Salóme,female,"('S', 'A', 'l', 'o:', 'm', 'E')"
Samuella,female,"('S', 'A', 'm', 'u', 'E', 'l', 'l', 'A')"
Sanel,female,"('S', 'A', 'n', 'E', 'l')"
Santál,female,"('S', 'A', 'n', 't', 'a:', 'l')"
Santel,female,"('S', 'A', 'n', 't', 'E', 'l')"
Sára,female,"('S', 'a:', 'R2', 'ra', 'S', 'a:')"
Sári,female,"('S', 'a:', 'R2', 'i', 'i', 'S', 'a:', 'R2')"
Sarlott,female,"('S', 'A', 'R2', 'l', 'o', 't:', 't')"
Sárlott,female,"('S', 'a:', 'R2', 'l', 'o', 't:', 't')"
Sárma,female,"('S', 'a:', 'R2', 'R2_m', 'A')"
Sármen,female,"('S', 'a:', 'R2', 'R2_m', 'E', 'n')"
Sarolt,female,"('S', 'A', 'R2', 'o', 'l', 't')"
Sarolta,female,"('S', 'A', 'R2', 'o', 'l', 't', 'A')"
Sáron,female,"('S', 'a:', 'R2', 'o', 'n')"
Seherezádé,female,"('S', 'E', 'h', 'E', 'R2', 'E', 'z', 'a:', 'd', 'e:')"
Seila,female,"('S', 'E', 'i', 'l', 'A')"
Sejda,female,"('S', 'E', 'j', 'd', 'A')"
Sejla,female,"('S', 'E', 'j', 'l', 'A')"
Sekina,female,"('S', 'E', 'k', 'i', 'n', 'A')"
Seli,female,"('S', 'E', 'l', 'i', 'i', 'S', 'E', 'l')"
Senon,female,"('S', 'E', 'n', 'o', 'n')"
Sera,female,"('S', 'E', 'R2', 'ra', 'S', 'E')"
Serihen,female,"('S', 'E', 'R2', 'i', 'h', 'E', 'n')"
Serin,female,"('S', 'E', 'R2', 'i', 'n')"
Serina,female,"('S', 'E', 'R2', 'i', 'n', 'A')"
Seron,female,"('S', 'E', 'R2', 'o', 'n')"
Serona,female,"('S', 'E', 'R2', 'o', 'n', 'A')"
Sifra,female,"('S', 'i', 'f', 'R2', 'ra', 'S', 'i', 'f')"
Sina,female,"('S', 'i', 'n', 'A')"
Sirá,female,"('S', 'i', 'R2', 'a:')"
Siváni,female,"('S', 'i', 'v', 'a:', 'n', 'i', 'i', 'S', 'i', 'v', 'a:', 'n')"
Skolasztika,female,"('S', 'k', 'o', 'l', 'A', 's', 'S', 't', 'i', 'k', 'A')"
Sosána,female,"('S', 'o', 'S', 'a:', 'n', 'A')"
Söván,female,"('S', 'Y', 'v', 'a:', 'n')"
Stefánia,female,"('S', 't', 'E', 'f', 'a:', 'n', 'i', 'A')"
Stefi,female,"('S', 't', 'E', 'f', 'i', 'i', 'S', 't', 'E', 'f')"
Stella,female,"('S', 't', 'E', 'l', 'l', 'A')"
Sudár,female,"('S', 'u', 'd', 'a:', 'R2')"
Sudárka,female,"('S', 'u', 'd', 'a:', 'R2', 'k', 'A')"
Sugár,female,"('S', 'u', 'g', 'a:', 'R2')"
Sugárka,female,"('S', 'u', 'g', 'a:', 'R2', 'k', 'A')"
Suki,female,"('S', 'u', 'k', 'i', 'i', 'S', 'u', 'k')"
Szabella,female,"('s', 'S', 'A', 'b', 'E', 'l', 'l', 'A')"
Szabina,female,"('s', 'S', 'A', 'b', 'i', 'n', 'A')"
Szabrina,female,"('s', 'S', 'A', 'b', 'R2', 'i', 'n', 'A')"
Szaffi,female,"('s', 'S', 'A', 'f', 'f', 'i', 'i', 's', 'S', 'A', 'f', 'f')"
Szafia,female,"('s', 'S', 'A', 'f', 'i', 'A')"
Szafira,female,"('s', 'S', 'A', 'f', 'i', 'R2', 'ra', 's', 'S', 'A', 'f', 'i', 'i')"
Szalima,female,"('s', 'S', 'A', 'l', 'i', 'm', 'A')"
Szalóme,female,"('s', 'S', 'A', 'l', 'o:', 'm', 'E')"
Szalvia,female,"('s', 'S', 'A', 'l', 'v', 'i', 'A')"
Szamanta,female,"('s', 'S', 'A', 'm', 'A', 'n', 't', 'A')"
Szamia,female,"('s', 'S', 'A', 'm', 'i', 'A')"
Szamira,female,"('s', 'S', 'A', 'm', 'i', 'R2', 'ra', 's', 'S', 'A', 'm', 'i', 'i')"
Szamóca,female,"('s', 'S', 'A', 'm', 'o:', 'ts', 'A')"
Szandra,female,"('s', 'S', 'A', 'n', 'd', 'R2', 'ra', 's', 'S', 'A', 'n', 'd')"
Szangítá,female,"('s', 'S', 'A', 'n', '(g', 'g', 'i:', 't', 'a:')"
Szániva,female,"('s', 'S', 'a:', 'n', 'i', 'v', 'A')"
Szanna,female,"('s', 'S', 'A', 'n', 'n', 'A')"
Szantána,female,"('s', 'S', 'A', 'n', 't', 'a:', 'n', 'A')"
Szantina,female,"('s', 'S', 'A', 'n', 't', 'i', 'n', 'A')"
Szaraszvati,female,"('s', 'S', 'A', 'R2', 'A', 's', 'S', 'v', 'A', 't', 'i', 'i', 's', 'S', 'A', 'R2', 'A', 's', 'S', 'v', 'A', 't')"
Szaszkia,female,"('s', 'S', 'A', 's', 'S', 'k', 'i', 'A')"
Száva,female,"('s', 'S', 'a:', 'v', 'A')"
Szavanna,female,"('s', 'S', 'A', 'v', 'A', 'n', 'n', 'A')"
Szavéta,female,"('s', 'S', 'A', 'v', 'e:', 't', 'A')"
Szavina,female,"('s', 'S', 'A', 'v', 'i', 'n', 'A')"
Szávitri,female,"('s', 'S', 'a:', 'v', 'i', 't', 'R2', 'i', 'i', 's', 'S', 'a:', 'v', 'i', 't', 'R2')"
Szébra,female,"('s', 'S', 'e:', 'b', 'R2', 'ra', 's', 'S', 'e:', 'b')"
Szeder,female,"('s', 'S', 'E', 'd', 'E', 'R2')"
Szederke,female,"('s', 'S', 'E', 'd', 'E', 'R2', 'k', 'E')"
Szedra,female,"('s', 'S', 'E', 'd', 'R2', 'ra', 's', 'S', 'E', 'd')"
Szegfű,female,"('s', 'S', 'E', 'g', 'f', 'y')"
Szeléna,female,"('s', 'S', 'E', 'l', 'e:', 'n', 'A')"
Szelenge,female,"('s', 'S', 'E', 'l', 'E', 'n', '(g', 'g', 'E')"
Szelina,female,"('s', 'S', 'E', 'l', 'i', 'n', 'A')"
Szelli,female,"('s', 'S', 'E', 'l', 'l', 'i', 'i', 's', 'S', 'E', 'l', 'l')"
Szellő,female,"('s', 'S', 'E', 'l', 'l', 'Y')"
Szellőke,female,"('s', 'S', 'E', 'l', 'l', 'Y', 'k', 'E')"
Szelma,female,"('s', 'S', 'E', 'l', 'm', 'A')"
Szelmá,female,"('s', 'S', 'E', 'l', 'm', 'a:')"
Szemerke,female,"('s', 'S', 'E', 'm', 'E', 'R2', 'k', 'E')"
Szemira,female,"('s', 'S', 'E', 'm', 'i', 'R2', 'ra', 's', 'S', 'E', 'm', 'i', 'i')"
Szemirámisz,female,"('s', 'S', 'E', 'm', 'i', 'R2', 'a:', 'm', 'i', 's', 'S')"
Szemőke,female,"('s', 'S', 'E', 'm', 'Y', 'k', 'E')"
Szende,female,"('s', 'S', 'E', 'n', 'd', 'E')"
Szendi,female,"('s', 'S', 'E', 'n', 'd', 'i', 'i', 's', 'S', 'E', 'n', 'd')"
Szendike,female,"('s', 'S', 'E', 'n', 'd', 'i', 'k', 'E')"
Szendile,female,"('s', 'S', 'E', 'n', 'd', 'i', 'l', 'E')"
Szengláhák,female,"('s', 'S', 'E', 'n', '(g', 'g', 'l', 'a:', 'h', 'a:', 'k')"
Szénia,female,"('s', 'S', 'e:', 'n', 'i', 'A')"
Szeniz,female,"('s', 'S', 'E', 'n', 'i', 'z')"
Szenta,female,"('s', 'S', 'E', 'n', 't', 'A')"
Szépa,female,"('s', 'S', 'e:', 'p', 'A')"
Szépe,female,"('s', 'S', 'e:', 'p', 'E')"
Szera,female,"('s', 'S', 'E', 'R2', 'ra', 's', 'S', 'E')"
Szerafina,female,"('s', 'S', 'E', 'R2', 'A', 'f', 'i', 'n', 'A')"
Szerah,female,"('s', 'S', 'E', 'R2', 'A', 'h')"
Szeréna,female,"('s', 'S', 'E', 'R2', 'e:', 'n', 'A')"
Szerénia,female,"('s', 'S', 'E', 'R2', 'e:', 'n', 'i', 'A')"
Szerénke,female,"('s', 'S', 'E', 'R2', 'e:', 'n', '(k', 'k', 'E')"
